epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,2352,1.03583,0.9614,1.21061,0.85376,0.63819,0.76185,0.55687,1.18136,0.92101,1.3517,0.00090845,0.00090845,0.00090845
71,2390.87,1.0942,0.99789,1.24628,0.8558,0.72461,0.74998,0.58929,1.16022,0.886,1.35714,0.0009035,0.0009035,0.0009035
72,2427.29,1.02025,0.94943,1.19878,0.9176,0.68333,0.72317,0.56535,1.19768,0.96847,1.32941,0.00089855,0.00089855,0.00089855
73,2464.74,0.99559,0.87433,1.15932,0.80387,0.71386,0.75492,0.555,1.22682,0.97155,1.34717,0.0008936,0.0008936,0.0008936
74,2500.33,1.04791,0.91517,1.20193,0.82762,0.63277,0.73491,0.54014,1.21652,1.02253,1.3787,0.00088865,0.00088865,0.00088865
75,2537.31,1.038,0.98622,1.21668,0.78485,0.70757,0.7211,0.57073,1.13846,1.0112,1.33495,0.0008837,0.0008837,0.0008837
76,2574.35,1.00273,0.87652,1.18641,0.91151,0.68058,0.80218,0.56139,1.16335,0.92344,1.38857,0.00087875,0.00087875,0.00087875
77,2609.71,1.01671,0.90159,1.22627,0.88703,0.84549,0.85694,0.57011,1.13792,0.89521,1.33684,0.0008738,0.0008738,0.0008738
78,2646.1,1.05102,0.93004,1.20228,0.90757,0.58145,0.7062,0.55543,1.20244,1.0372,1.42548,0.00086885,0.00086885,0.00086885
79,2681.75,0.99822,0.87026,1.17422,0.82708,0.72409,0.75069,0.59329,1.1525,0.88808,1.37293,0.0008639,0.0008639,0.0008639
80,2718.19,0.98173,0.9217,1.20867,0.91597,0.69167,0.75445,0.57487,1.19275,0.81753,1.34346,0.00085895,0.00085895,0.00085895
81,2754.05,0.98447,0.9069,1.18358,0.933,0.62998,0.74753,0.5832,1.13915,0.82333,1.32,0.000854,0.000854,0.000854
82,2790.76,1.0239,0.98154,1.19633,0.82264,0.6,0.67546,0.4941,1.35772,0.90419,1.46288,0.00084905,0.00084905,0.00084905
83,2827.79,0.98712,0.93073,1.17564,0.79343,0.67218,0.69654,0.54777,1.19395,0.95587,1.38733,0.0008441,0.0008441,0.0008441
84,2862.67,0.98432,0.92257,1.19121,0.76599,0.63613,0.70482,0.56698,1.0795,0.8914,1.28546,0.00083915,0.00083915,0.00083915
85,2899.26,0.93378,0.84161,1.14595,0.8413,0.69386,0.75008,0.57427,1.14986,0.85875,1.29579,0.0008342,0.0008342,0.0008342
86,2935.69,0.98202,0.86771,1.16779,0.8041,0.72971,0.74696,0.58496,1.04218,0.84324,1.24677,0.00082925,0.00082925,0.00082925
87,2972.03,0.93167,0.83716,1.16429,0.92094,0.67685,0.7543,0.57502,1.12449,0.77931,1.30583,0.0008243,0.0008243,0.0008243
88,3008.53,0.94078,0.83433,1.14869,0.9001,0.73405,0.78394,0.58689,1.15167,0.79408,1.34105,0.00081935,0.00081935,0.00081935
89,3044.79,0.9309,0.84145,1.15444,0.85916,0.68772,0.80817,0.61951,1.10428,0.73496,1.30459,0.0008144,0.0008144,0.0008144
90,3081.17,0.93269,0.85324,1.14532,0.84241,0.73333,0.79911,0.59919,1.28259,0.76987,1.42009,0.00080945,0.00080945,0.00080945
91,3117.94,0.93908,0.863,1.16411,0.79222,0.73333,0.74351,0.55665,1.23269,0.80154,1.37427,0.0008045,0.0008045,0.0008045
92,3153.36,0.90867,0.8125,1.13828,0.86216,0.72915,0.76076,0.59081,1.08605,0.76649,1.29056,0.00079955,0.00079955,0.00079955
