epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.2356,2.09837,3.21379,1.96658,0.40085,0.25973,0.27612,0.15887,1.79188,3.26874,1.92665,0.0804538,0.000197436,0.000197436
2,142.426,1.95206,2.57971,1.83185,0.56001,0.35937,0.40386,0.22322,1.66165,2.31463,1.74349,0.0606523,0.000395846,0.000395846
3,220.583,1.77826,2.24273,1.6755,0.59184,0.45597,0.49093,0.28263,1.6707,2.10507,1.75254,0.0408491,0.000592656,0.000592656
4,296.435,1.74387,2.17072,1.70313,0.57685,0.63395,0.62964,0.34301,1.5713,1.78665,1.73064,0.0210443,0.000787867,0.000787867
5,373.276,1.69499,2.05998,1.69719,0.56892,0.57534,0.59543,0.35304,1.54589,2.02897,1.71107,0.00123789,0.000981477,0.000981477
6,451.13,1.67301,1.96248,1.6899,0.78071,0.5254,0.63146,0.34537,1.5742,1.8424,1.74322,0.00098,0.00098,0.00098
7,528.628,1.62601,1.85679,1.62294,0.72204,0.60114,0.64933,0.36177,1.56649,1.75022,1.73837,0.000976,0.000976,0.000976
8,604.903,1.64399,1.92905,1.65399,0.74391,0.55774,0.65688,0.38038,1.54384,1.62029,1.71924,0.000972,0.000972,0.000972
9,680.098,1.60433,1.8089,1.61897,0.70131,0.59082,0.6589,0.37606,1.49295,1.66327,1.66607,0.000968,0.000968,0.000968
10,755.96,1.55284,1.72876,1.57445,0.74204,0.61929,0.66611,0.3865,1.5305,1.63521,1.70285,0.000964,0.000964,0.000964
11,831.636,1.50888,1.65173,1.54345,0.81821,0.5959,0.69274,0.40383,1.47696,1.50131,1.64654,0.00096,0.00096,0.00096
12,908.39,1.52174,1.60051,1.52188,0.7171,0.62871,0.72128,0.41698,1.44705,1.38403,1.58964,0.000956,0.000956,0.000956
13,985.042,1.48182,1.53012,1.50483,0.80226,0.5337,0.70393,0.40212,1.45227,1.5037,1.60453,0.000952,0.000952,0.000952
14,1064.3,1.53787,1.62122,1.56111,0.77231,0.62161,0.74479,0.42154,1.42592,1.44827,1.57706,0.000948001,0.000948001,0.000948001
15,1140.6,1.45924,1.5184,1.48848,0.79821,0.55537,0.6924,0.38614,1.46899,1.58192,1.58171,0.000944001,0.000944001,0.000944001
16,1216.78,1.39456,1.45968,1.45853,0.79844,0.59089,0.75262,0.43663,1.50247,1.4431,1.58115,0.000940001,0.000940001,0.000940001
17,1292.77,1.42464,1.49273,1.44976,0.70724,0.71415,0.74264,0.43057,1.48868,1.38696,1.57985,0.000936001,0.000936001,0.000936001
18,1369.08,1.39262,1.45585,1.43827,0.68379,0.64498,0.71758,0.41373,1.47629,1.44669,1.56277,0.000932001,0.000932001,0.000932001
19,1445.26,1.37698,1.42456,1.44183,0.65154,0.72709,0.74644,0.45429,1.43266,1.35678,1.57141,0.000928001,0.000928001,0.000928001
20,1521.98,1.37001,1.38887,1.41706,0.73568,0.66035,0.74668,0.44947,1.40208,1.41798,1.5395,0.000924001,0.000924001,0.000924001
21,1597.3,1.32469,1.34493,1.41679,0.6898,0.6574,0.72097,0.45636,1.35711,1.39683,1.50037,0.000920001,0.000920001,0.000920001
22,1673.96,1.34519,1.33799,1.41142,0.79013,0.67435,0.78374,0.47288,1.41301,1.3164,1.52284,0.000916001,0.000916001,0.000916001
23,1748.66,1.28776,1.30558,1.38684,0.64208,0.75354,0.75526,0.46811,1.41787,1.32819,1.51748,0.000912001,0.000912001,0.000912001
24,1824.28,1.30306,1.30886,1.39789,0.70171,0.72822,0.73857,0.46818,1.38864,1.29877,1.48829,0.000908001,0.000908001,0.000908001
25,1879.71,1.26043,1.22834,1.35343,0.76528,0.64985,0.76245,0.46509,1.33204,1.26099,1.51512,0.000904001,0.000904001,0.000904001
26,1956.45,1.27462,1.22145,1.36878,0.74757,0.6761,0.76449,0.4656,1.38027,1.27202,1.49946,0.000900001,0.000900001,0.000900001
27,2034.37,1.25129,1.20597,1.35487,0.77456,0.71876,0.76696,0.46489,1.3745,1.33018,1.48383,0.000896001,0.000896001,0.000896001
28,2111.68,1.25048,1.19732,1.33424,0.74472,0.74218,0.79234,0.49387,1.35009,1.29209,1.45781,0.000892001,0.000892001,0.000892001
29,2188.51,1.24293,1.20615,1.34522,0.7399,0.66872,0.75387,0.48138,1.34783,1.33441,1.45462,0.000888001,0.000888001,0.000888001
30,2265.57,1.19003,1.1419,1.3015,0.88333,0.5127,0.73208,0.46784,1.35795,1.39155,1.46956,0.000884001,0.000884001,0.000884001
31,2343.76,1.21515,1.20214,1.33359,0.83097,0.65522,0.77902,0.47905,1.33916,1.27448,1.43443,0.000880001,0.000880001,0.000880001
32,2418.07,1.15919,1.11777,1.2927,0.72662,0.70229,0.75778,0.48215,1.29068,1.24934,1.41446,0.000876001,0.000876001,0.000876001
33,2496.24,1.20818,1.16059,1.32713,0.6578,0.70511,0.735,0.46513,1.33768,1.29305,1.45066,0.000872001,0.000872001,0.000872001
34,2573.43,1.16719,1.13289,1.28571,0.67113,0.74849,0.76262,0.48889,1.28452,1.17691,1.39454,0.000868001,0.000868001,0.000868001
35,2651.13,1.17107,1.12629,1.293,0.74356,0.72421,0.78962,0.51027,1.30106,1.1838,1.41412,0.000864001,0.000864001,0.000864001
36,2728.29,1.17852,1.08818,1.29533,0.76164,0.73293,0.77549,0.48224,1.33493,1.2013,1.48047,0.000860001,0.000860001,0.000860001
37,2806.56,1.12754,1.06758,1.26751,0.76538,0.70151,0.77642,0.49855,1.33964,1.20904,1.45962,0.000856001,0.000856001,0.000856001
38,2883.83,1.12955,1.09155,1.27711,0.75626,0.74419,0.7941,0.5022,1.31481,1.17399,1.47414,0.000852001,0.000852001,0.000852001
39,2961.84,1.10027,1.0214,1.25031,0.71093,0.78444,0.77529,0.48837,1.3469,1.20097,1.50879,0.000848002,0.000848002,0.000848002
40,3038.66,1.10333,1.01969,1.24637,0.74884,0.75666,0.78753,0.49558,1.31595,1.15969,1.44911,0.000844002,0.000844002,0.000844002
41,3116.2,1.11596,1.02899,1.26251,0.79818,0.71501,0.79694,0.51464,1.28071,1.19329,1.41348,0.000840002,0.000840002,0.000840002
42,3195.83,1.12568,1.01168,1.26607,0.8028,0.6665,0.75217,0.47961,1.34624,1.24341,1.44008,0.000836002,0.000836002,0.000836002
43,3272.01,1.12845,1.03494,1.26621,0.74339,0.74224,0.75962,0.47074,1.35302,1.1791,1.43984,0.000832002,0.000832002,0.000832002
44,3349.68,1.08018,1.00923,1.23438,0.78984,0.68204,0.7701,0.48988,1.32844,1.20934,1.42479,0.000828002,0.000828002,0.000828002
45,3427.18,1.06932,0.96937,1.22532,0.85012,0.66115,0.79091,0.51027,1.30173,1.16522,1.40199,0.000824002,0.000824002,0.000824002
46,3505.29,1.0856,1.02584,1.25257,0.81161,0.7004,0.78754,0.50222,1.3079,1.12311,1.4689,0.000820002,0.000820002,0.000820002
