epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.3355,2.39597,4.71109,2.19984,0.87198,0.08333,0.06949,0.0448,1.93751,4.45944,2.01856,0.0002875,0.0002875,0.0002875
2,25.5558,1.84128,3.24143,1.76847,0.0506,0.30334,0.08588,0.034,2.06105,4.85784,2.02805,0.000583623,0.000583623,0.000583623
3,38.2482,1.81007,3.03706,1.73504,0.23563,0.4375,0.25549,0.16633,1.9845,4.00864,1.78723,0.000875785,0.000875785,0.000875785
4,50.9657,1.729,2.954,1.65724,0.3293,0.22917,0.24693,0.14721,2.22281,3.21035,2.05981,0.00116399,0.00116399,0.00116399
5,63.52,1.97874,3.03709,1.8093,0.68752,0.08333,0.13428,0.04193,2.27986,4.73898,2.10849,0.001217,0.001217,0.001217
6,76.5836,2.00359,2.9837,1.82735,0.05082,0.16667,0.04059,0.01321,1.97741,3.54576,1.99399,0.00120875,0.00120875,0.00120875
7,89.264,1.95315,2.8999,1.78152,0.34529,0.4375,0.30416,0.14682,2.11942,3.52106,2.09442,0.0012005,0.0012005,0.0012005
8,102.027,1.87462,2.8584,1.68786,0.18141,0.35417,0.35884,0.18679,2.49999,4.85187,2.01598,0.00119225,0.00119225,0.00119225
9,114.146,1.75411,2.61917,1.64033,0.75951,0.39583,0.57833,0.29658,2.16288,2.26413,1.92341,0.001184,0.001184,0.001184
10,127.306,1.83091,2.72748,1.68624,0.50096,0.51063,0.50886,0.25124,2.23009,2.27361,2.00602,0.00117575,0.00117575,0.00117575
11,142.349,1.7566,2.55161,1.63676,0.17241,0.64583,0.4769,0.18876,2.11218,3.36573,1.84338,0.0011675,0.0011675,0.0011675
12,163.482,1.77886,2.40129,1.65458,0.22772,0.72917,0.45467,0.1919,1.94139,2.47859,1.78648,0.00115925,0.00115925,0.00115925
13,186.053,1.77571,2.28746,1.62368,0.40326,0.41171,0.41874,0.24252,1.92512,2.07745,1.8492,0.001151,0.001151,0.001151
14,207.453,1.72909,2.16472,1.60331,0.51945,0.52083,0.45321,0.27542,1.71032,2.24897,1.64428,0.00114275,0.00114275,0.00114275
15,229.72,1.77409,2.20467,1.58062,0.9473,0.45228,0.54905,0.30913,1.72059,1.85182,1.64294,0.0011345,0.0011345,0.0011345
16,252.274,1.62633,2.04162,1.52151,0.52597,0.64583,0.55211,0.37379,1.43957,2.01742,1.48103,0.00112625,0.00112625,0.00112625
17,275.343,1.56821,1.97702,1.47332,0.55181,0.56252,0.55107,0.40596,1.31679,2.03,1.36555,0.001118,0.001118,0.001118
18,299.334,1.64008,2.0595,1.56846,0.75425,0.52083,0.5286,0.34059,1.59863,1.91424,1.43333,0.00110975,0.00110975,0.00110975
19,322.351,1.643,2.10011,1.54719,0.68028,0.4375,0.55845,0.3882,1.63138,2.58901,1.41189,0.0011015,0.0011015,0.0011015
20,343.121,1.57059,1.92579,1.48357,0.54009,0.54943,0.57737,0.37028,1.69882,2.28319,1.50729,0.00109325,0.00109325,0.00109325
21,367.04,1.58618,1.88897,1.51091,0.74109,0.53582,0.61546,0.37211,1.58432,1.66309,1.52823,0.001085,0.001085,0.001085
22,389.398,1.61871,1.93103,1.49761,0.57349,0.63398,0.54121,0.367,1.50937,2.06134,1.41798,0.00107675,0.00107675,0.00107675
23,408.892,1.60026,1.87536,1.50058,0.49109,0.63711,0.57338,0.31467,1.81711,1.68121,1.56678,0.0010685,0.0010685,0.0010685
24,431.295,1.54009,1.81479,1.42975,0.46254,0.50568,0.53056,0.25552,2.05276,1.90919,1.86111,0.00106025,0.00106025,0.00106025
25,453.243,1.48797,1.76438,1.47663,0.62101,0.58077,0.6523,0.35653,1.73255,1.66282,1.50268,0.001052,0.001052,0.001052
26,475.659,1.51973,1.86268,1.45615,0.71911,0.58244,0.6395,0.37574,1.72003,2.30323,1.52707,0.00104375,0.00104375,0.00104375
27,497.512,1.51454,1.84407,1.49878,0.66318,0.59662,0.62818,0.3718,1.63443,2.06512,1.48993,0.0010355,0.0010355,0.0010355
28,519.921,1.56212,1.89245,1.49469,0.56585,0.78503,0.63642,0.38123,1.50846,2.28029,1.36071,0.00102725,0.00102725,0.00102725
29,542.71,1.44955,1.67668,1.40782,0.75773,0.64583,0.66688,0.42465,1.40343,1.69044,1.36386,0.001019,0.001019,0.001019
30,565.248,1.4614,1.72761,1.42156,0.77462,0.6533,0.6928,0.44561,1.35599,1.29652,1.38746,0.00101075,0.00101075,0.00101075
31,587.004,1.4625,1.69477,1.41408,0.8057,0.63356,0.69833,0.43766,1.34372,1.36114,1.29159,0.0010025,0.0010025,0.0010025
32,607.669,1.42084,1.50326,1.37061,0.79633,0.62875,0.66381,0.40969,1.34163,1.39,1.31704,0.00099425,0.00099425,0.00099425
33,630.24,1.49749,1.65237,1.44358,0.81155,0.64583,0.69002,0.42491,1.35397,1.50622,1.30465,0.000986,0.000986,0.000986
34,652.788,1.40825,1.60977,1.39068,0.61391,0.62731,0.58054,0.37249,1.36973,1.36357,1.34895,0.00097775,0.00097775,0.00097775
35,676.592,1.46044,1.62071,1.4183,0.75989,0.65307,0.71145,0.42132,1.34498,1.1669,1.31474,0.0009695,0.0009695,0.0009695
36,699.021,1.29083,1.43806,1.3483,0.72929,0.64812,0.73639,0.41405,1.41553,1.16158,1.31514,0.00096125,0.00096125,0.00096125
37,720.899,1.40808,1.52622,1.36587,0.67046,0.64583,0.67968,0.38181,1.58924,1.102,1.36927,0.000953,0.000953,0.000953
38,743.444,1.34166,1.48954,1.33275,0.72312,0.52083,0.61673,0.36258,1.65095,1.0573,1.41576,0.00094475,0.00094475,0.00094475
39,764.623,1.35228,1.51155,1.34623,0.77747,0.63505,0.6683,0.36531,1.52236,1.2107,1.38113,0.0009365,0.0009365,0.0009365
40,786.866,1.37353,1.51334,1.38148,0.72404,0.54924,0.57283,0.39295,1.47529,1.42776,1.42075,0.00092825,0.00092825,0.00092825
41,809.876,1.33695,1.43603,1.34127,0.75794,0.64583,0.6913,0.36035,1.6027,1.3792,1.63704,0.00092,0.00092,0.00092
42,831.3,1.31832,1.35516,1.33485,0.71764,0.65293,0.76166,0.36832,1.62781,1.51664,1.65076,0.00091175,0.00091175,0.00091175
43,853.989,1.34161,1.41354,1.33714,0.79608,0.67841,0.76657,0.463,1.48252,1.22943,1.39161,0.0009035,0.0009035,0.0009035
44,875.38,1.38236,1.38529,1.36225,0.70132,0.72455,0.76951,0.44799,1.53536,1.23044,1.37544,0.00089525,0.00089525,0.00089525
45,899.261,1.34928,1.48455,1.37232,0.7946,0.5625,0.6673,0.40365,1.63175,1.40877,1.54188,0.000887,0.000887,0.000887
46,915.138,1.31642,1.42628,1.33414,0.7571,0.64583,0.67832,0.39531,1.7138,1.34434,1.65358,0.00087875,0.00087875,0.00087875
