epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.7942,2.19185,3.32307,2.123,0.27121,0.23782,0.17835,0.06004,2.43185,6.65712,2.2318,0.0807824,0.000194118,0.000194118
2,109.257,1.96787,2.63756,1.9254,0.32581,0.32083,0.23955,0.08765,2.43288,4.32178,2.24191,0.0609797,0.00039149,0.00039149
3,179.46,1.99439,2.53548,1.93422,0.47408,0.37992,0.36261,0.14489,2.35394,4.38748,2.37652,0.0411744,0.000586196,0.000586196
4,247.836,1.88961,2.33371,1.86212,0.47373,0.44248,0.43894,0.18711,2.168,3.90115,2.08993,0.0213665,0.000778235,0.000778235
5,319.033,1.86682,2.20726,1.82192,0.57236,0.44417,0.47758,0.21639,2.14492,3.10108,2.17018,0.00155584,0.000967608,0.000967608
6,384.302,1.88319,2.1563,1.87999,0.52189,0.40042,0.43403,0.19141,2.16588,3.1537,2.07377,0.000966667,0.000966667,0.000966667
7,455.802,1.84005,2.09074,1.79995,0.67777,0.43352,0.49692,0.20593,2.1222,2.15123,1.94706,0.00096,0.00096,0.00096
8,526.286,1.79298,2.00563,1.78106,0.72221,0.41236,0.52468,0.24072,2.01019,2.0593,1.84566,0.000953334,0.000953334,0.000953334
9,598.396,1.81296,2.03892,1.78876,0.7632,0.51709,0.61486,0.26283,2.04506,2.0852,1.90931,0.000946667,0.000946667,0.000946667
10,668.762,1.73359,1.87407,1.71732,0.73555,0.43834,0.55256,0.25208,1.95224,2.12437,1.83425,0.000940001,0.000940001,0.000940001
11,738.67,1.71003,1.84001,1.73019,0.70741,0.52836,0.58114,0.27116,2.05224,2.00145,1.83236,0.000933334,0.000933334,0.000933334
12,806.073,1.74152,1.8407,1.72477,0.53651,0.5902,0.57187,0.26022,2.03803,2.00706,1.85835,0.000926667,0.000926667,0.000926667
13,877.837,1.75012,1.8051,1.71506,0.7605,0.53038,0.60355,0.28034,1.90079,2.04199,1.781,0.000920001,0.000920001,0.000920001
14,947.83,1.66546,1.78305,1.69624,0.68014,0.52264,0.57023,0.25365,2.03412,1.97507,1.82591,0.000913334,0.000913334,0.000913334
15,1017.46,1.66046,1.73693,1.66693,0.75865,0.56972,0.63361,0.29132,2.02788,1.7303,1.75703,0.000906668,0.000906668,0.000906668
16,1088.62,1.6588,1.69039,1.66122,0.61734,0.62486,0.63401,0.31746,1.89678,1.69595,1.69475,0.000900001,0.000900001,0.000900001
17,1159.21,1.65277,1.6743,1.66719,0.67928,0.52333,0.62877,0.27424,2.11593,1.85343,1.89747,0.000893334,0.000893334,0.000893334
18,1227.31,1.62337,1.66663,1.63615,0.66963,0.57417,0.62957,0.30137,2.00546,1.85155,1.84228,0.000886668,0.000886668,0.000886668
19,1298.07,1.6611,1.67209,1.65992,0.76535,0.4899,0.61325,0.25924,2.19851,1.84343,1.93965,0.000880001,0.000880001,0.000880001
20,1369.63,1.60426,1.6038,1.59238,0.62382,0.60249,0.60621,0.3021,1.95129,1.76813,1.75389,0.000873335,0.000873335,0.000873335
21,1440.5,1.58495,1.6555,1.60906,0.69098,0.6181,0.65058,0.29263,2.07606,1.71835,1.80169,0.000866668,0.000866668,0.000866668
22,1510.54,1.54171,1.56721,1.57176,0.62487,0.61895,0.62267,0.31979,1.97314,1.8532,1.7451,0.000860001,0.000860001,0.000860001
23,1581.62,1.53663,1.55761,1.56184,0.67853,0.57516,0.61766,0.31865,2.00243,2.05524,1.75424,0.000853335,0.000853335,0.000853335
24,1652.28,1.58334,1.576,1.58624,0.55577,0.54654,0.59547,0.29238,2.07589,1.9571,1.78621,0.000846668,0.000846668,0.000846668
25,1724.96,1.54265,1.54266,1.57227,0.53802,0.63,0.57856,0.28853,2.07306,1.91311,1.76555,0.000840002,0.000840002,0.000840002
26,1793.66,1.54592,1.5207,1.57665,0.77999,0.52798,0.62264,0.31074,1.97734,1.79463,1.75445,0.000833335,0.000833335,0.000833335
27,1864.47,1.55777,1.52728,1.56408,0.60086,0.59584,0.61149,0.30949,2.08417,1.91615,1.85348,0.000826668,0.000826668,0.000826668
28,1935.11,1.55884,1.52774,1.57452,0.61899,0.6254,0.62242,0.30879,2.01138,1.78703,1.7703,0.000820002,0.000820002,0.000820002
29,2004.39,1.50223,1.52853,1.54527,0.70597,0.57936,0.66673,0.30901,2.03487,1.67657,1.82384,0.000813335,0.000813335,0.000813335
30,2074.84,1.48044,1.43601,1.51433,0.612,0.65828,0.64297,0.31853,1.92731,1.61565,1.76081,0.000806669,0.000806669,0.000806669
31,2147.32,1.52284,1.505,1.54349,0.60633,0.62492,0.62026,0.31031,1.98991,1.67154,1.80533,0.000800002,0.000800002,0.000800002
32,2220.26,1.52609,1.51216,1.53564,0.58224,0.59015,0.61034,0.29285,2.03653,1.71866,1.84397,0.000793335,0.000793335,0.000793335
33,2292.77,1.47781,1.42309,1.52555,0.80679,0.47058,0.63127,0.31615,2.0874,1.76324,1.92344,0.000786669,0.000786669,0.000786669
34,2362.18,1.4535,1.36146,1.48874,0.68032,0.63082,0.6817,0.32571,2.03552,1.77401,1.80136,0.000780002,0.000780002,0.000780002
35,2433.98,1.43409,1.35632,1.46944,0.67066,0.64855,0.64472,0.33237,1.90266,1.80567,1.67657,0.000773336,0.000773336,0.000773336
36,2504.21,1.43413,1.33221,1.46592,0.73941,0.61712,0.69002,0.34043,2.05031,1.67581,1.74921,0.000766669,0.000766669,0.000766669
37,2576.9,1.4646,1.36783,1.48525,0.75792,0.61763,0.69238,0.35452,1.95,1.77351,1.70584,0.000760002,0.000760002,0.000760002
38,2640.45,1.4278,1.37341,1.48483,0.68461,0.65624,0.70246,0.35204,1.93132,1.6946,1.69096,0.000753336,0.000753336,0.000753336
39,2679.25,1.39753,1.27393,1.44016,0.67556,0.69243,0.71492,0.34537,1.97252,1.63047,1.75025,0.000746669,0.000746669,0.000746669
